Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Pot+sand_wet_(g);Pot+sand_dry_(g);wet_(g);proportion_water_in_sample_(%);sample_weight_wet_(g);sample_weight_dry_(g);Hyphae_uns;Hyphae_sept;Total_hyphae;Count_strikes;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length;lab_analyses;Meshbag_collected;Extra
Sv-no-OTC-38;Svalbard;Sva1;1;B;OTC;YES;NO;53,21;49,9;3,31;0,06;10,61;9,95;0;36;36;25;0;143,98;143,98;26/nov;15/jul;
Sv-no-OTC-38;Svalbard;Sva1;1;A;OTC;YES;NO;53,21;49,9;3,31;0,06;10,96;10,28;22;15;37;25;85,18;58,07;143,25;26/nov;15/jul;
Sv-no-OTC-40;Svalbard;Sva1;1;B;OTC;YES;NO;56,38;51,57;4,81;0,09;9,71;8,88;7;17;24;25;31,36;76,17;107,53;2/dec;15/jul;
Sv-no-OTC-40;Svalbard;Sva1;1;A;OTC;YES;NO;56,38;51,57;4,81;0,09;10,91;9,98;34;79;113;25;135,58;315,02;450,6;2/dec;15/jul;
Sv-no-OTC-46;Svalbard;Sva1;1;A;OTC;YES;NO;57,46;55,23;2,23;0,04;11,13;10,7;0;65;65;25;0;241,78;241,78;27/nov;15/jul;
Sv-no-OTC-46;Svalbard;Sva1;1;B;OTC;YES;NO;57,46;55,23;2,23;0,04;10,94;10,52;15;91;106;25;56,76;344,37;401,14;27/nov;15/jul;
Sv-no-OTC-49;Svalbard;Sva1;1;B;OTC;YES;NO;51,58;46,92;4,66;0,09;11,42;10,39;0;1165;1165;25;0;4462,68;4462,68;26/nov;15/jul;
Sv-no-OTC-49;Svalbard;Sva1;1;A;OTC;YES;NO;51,58;46,92;4,66;0,09;10,78;9,81;7;2111;2118;25;28,41;8566,53;8594,94;26/nov;15/jul;
Sv-no-OTC-6;Svalbard;Sva1;1;B;OTC;YES;NO;52,94;48,53;4,41;0,08;10,64;9,75;7;83;90;25;28,56;338,63;367,19;27/nov;15/jul;
Sv-no-OTC-6;Svalbard;Sva1;1;A;OTC;YES;NO;52,94;48,53;4,41;0,08;11,48;10,52;19;42;61;25;71,85;158,82;230,66;27/nov;15/jul;
Sv-no-OTC-8;Svalbard;Sva1;1;A;OTC;YES;NO;52,3;49,79;2,51;0,05;10,01;9,53;0;27;27;25;0;112,75;112,75;2/dec;15/jul;
Sv-no-OTC-8;Svalbard;Sva1;1;B;OTC;YES;NO;52,3;49,79;2,51;0,05;8,81;8,39;9;11;20;25;42,7;52,19;94,89;2/dec;15/jul;
Ul-no-cont-2-4;Ulvhaugen;Ulv1;1;B;Control;YES;NO;54,03;50,32;3,71;0,07;11,08;10,32;64;2322;2386;25;246,8;8954,25;9201,05;6/sep;;
Ul-no-cont-2-4;Ulvhaugen;Ulv1;1;A;Control;YES;NO;54,03;50,32;3,71;0,07;11,14;10,38;273;991;1264;25;1047,09;3800,98;4848,06;6/sep;;
Ul-no-cont-3-4;Ulvhaugen;Ulv1;1;B;Control;YES;NO;50,6;48,58;2,02;0,04;11,16;10,71;85;115;200;25;315,69;427,11;742,8;9/sep;;roots
Ul-no-cont-3-4;Ulvhaugen;Ulv1;1;A;Control;YES;NO;50,6;48,58;2,02;0,04;11,5;11,04;96;162;258;25;346;583,88;929,88;9/sep;;
Ul-no-cont-4-5;Ulvhaugen;Ulv1;1;A;Control;YES;NO;44,12;43,16;0,96;0,02;10,73;10,5;153;170;323;25;580,04;644,49;1224,53;9/sep;;
Ul-no-cont-4-5;Ulvhaugen;Ulv1;1;B;Control;YES;NO;44,12;43,16;0,96;0,02;11,15;10,91;435;224;659;25;1587,01;817,22;2404,23;9/sep;;
Ul-no-cont-5-5;Ulvhaugen;Ulv1;1;B;Control;YES;NO;55,1;51,85;3,25;0,06;10,66;10,03;105;121;226;25;416,53;480;896,53;;;
Ul-no-cont-5-5;Ulvhaugen;Ulv1;1;A;Control;YES;NO;55,1;51,85;3,25;0,06;11,2;10,54;151;172;323;25;570,13;649,42;1219,55;;;
Ul-no-cont-6-2;Ulvhaugen;Ulv1;1;B;Control;YES;NO;58,32;54,25;4,07;0,07;11,08;10,31;23;1509;1532;25;88,8;5826,12;5914,92;6/sep;;
Ul-no-cont-6-2;Ulvhaugen;Ulv1;1;A;Control;YES;NO;58,32;54,25;4,07;0,07;11,34;10,55;49;182;231;25;184,85;686,58;871,42;6/sep;;
Ul-no-cont-7-6;Ulvhaugen;Ulv1;1;A;Control;YES;NO;51,97;48,27;3,7;0,07;11,4;10,59;73;94;167;25;274,35;353,27;627,62;9/sep;;
Ul-no-cont-7-6;Ulvhaugen;Ulv1;1;B;Control;YES;NO;51,97;48,27;3,7;0,07;11,15;10,36;381;138;519;25;1463,99;530,26;1994,25;9/sep;;
Ul-no-OTC-1-3;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;55,44;51,15;4,29;0,08;10,79;9,96;73;6;79;25;291,8;23,98;315,79;6/sep;;
Ul-no-OTC-1-3;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;55,44;51,15;4,29;0,08;11,08;10,22;261;43;304;25;1015,99;167,39;1183,38;;;
Ul-no-OTC-3-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;54,98;52,38;2,6;0,05;11,3;10,77;206;1582;1788;25;761,45;5847,62;6609,07;9/sep;;
Ul-no-OTC-3-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;54,98;52,38;2,6;0,05;11,36;10,82;436;1324;1760;25;1603,1;4868,12;6471,21;9/sep;;
Ul-no-OTC-4-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;49,17;48,69;0,48;0,01;10,81;10,7;1057;281;1338;25;3929,36;1044,61;4973,97;9/sep;;
Ul-no-OTC-4-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;49,17;48,69;0,48;0,01;11,15;11,04;1785;152;1937;25;6433,33;547,82;6981,16;9/sep;;
Ul-no-OTC-5-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;41,05;38,58;2,47;0,06;10,93;10,27;144;228;372;25;557,83;883,24;1441,07;;;
Ul-no-OTC-5-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;41,05;38,58;2,47;0,06;11,14;10,47;484;21;505;25;1839,6;79,82;1919,42;;;
Ul-no-OTC-6-4;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;53,01;51,42;1,59;0,03;11,37;11,03;51;324;375;25;184,01;1169,02;1353,03;;;
Ul-no-OTC-6-4;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;53,01;51,42;1,59;0,03;10,98;10,65;189;293;482;25;706,15;1094,72;1800,87;28/aug;6/aug;
Ul-no-OTC-7-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;57,15;52,68;4,47;0,08;11,42;10,53;32;147;179;25;120,97;555,69;676,66;6/sep;;
Ul-no-OTC-7-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;57,15;52,68;4,47;0,08;10,9;10,05;142;108;250;25;562,4;427,74;990,14;6/sep;;
Ul-sp-cont-1-1;Ulldeter;Ull1;1;A;Control;YES;NO;43,1;38,3;4,8;0,11;10,99;9,77;6;1962;1968;25;24,45;7994,51;8018,96;12/sep;;
Ul-sp-cont-1-1;Ulldeter;Ull1;1;B;Control;YES;NO;43,1;38,3;4,8;0,11;11,28;10,02;91;96;187;25;361,26;381,11;742,37;12/sep;;
Ul-sp-cont-1-2;Ulldeter;Ull1;2;B;Control;YES;NO;29,61;27,76;1,85;0,06;11,46;10,74;78;1263;1341;25;288,9;4677,89;4966,78;9/sep;;Broken meshbag
Ul-sp-cont-1-2;Ulldeter;Ull1;2;A;Control;YES;NO;29,61;27,76;1,85;0,06;10,73;10,06;799;799;198;25;3160,66;3160,66;3160,66;9/sep;;Broken meshbag
Ul-sp-cont-2-1;Ulldeter;Ull1;1;B;Control;YES;NO;52,44;48,44;4;0,08;11,5;10,62;356;24;380;25;1333,59;89,91;1423,5;11/sep;;
Ul-sp-cont-2-1;Ulldeter;Ull1;1;A;Control;YES;NO;52,44;48,44;4;0,08;11,2;10,35;1015;198;1213;25;3904,08;761,58;4665,66;11/sep;;
Ul-sp-cont-2-2;Ulldeter;Ull1;2;B;Control;YES;NO;59,69;52,8;6,89;0,12;11,06;9,78;1878;101;1979;25;7638,72;410,81;8049,53;19/sep;;
Ul-sp-cont-2-2;Ulldeter;Ull1;2;A;Control;YES;NO;59,69;52,8;6,89;0,12;10,89;9,63;2560;148;2708;25;10575,28;611,38;11186,67;19/sep;;
Ul-sp-cont-3-1;Ulldeter;Ull1;1;A;Control;YES;NO;39,93;38,06;1,87;0,05;11,26;10,73;120;1526;1646;25;444,92;5657,95;6102,87;11/sep;;Broken meshbag
Ul-sp-cont-3-1;Ulldeter;Ull1;1;B;Control;YES;NO;39,93;38,06;1,87;0,05;11,48;10,94;249;591;840;25;905,52;2149,26;3054,78;11/sep;;Broken meshbag
Ul-sp-cont-4-1;Ulldeter;Ull1;1;A;Control;YES;NO;13;12,55;0,45;0,03;11,39;11;411;89;500;25;1487,41;322,09;1809,5;11/sep;;Broken meshbag
Ul-sp-cont-4-1;Ulldeter;Ull1;1;B;Control;YES;NO;13;12,55;0,45;0,03;11,18;10,79;446;127;573;25;1644,39;468,25;2112,64;11/sep;;Broken meshbag
Ul-sp-cont-4-2;Ulldeter;Ull1;2;A;Control;YES;NO;31,69;29,37;2,32;0,07;11,45;10,61;121;102;223;25;453,74;382,49;836,24;9/sep;;Broken meshbag
Ul-sp-cont-4-2;Ulldeter;Ull1;2;B;Control;YES;NO;31,69;29,37;2,32;0,07;10,65;9,87;885;218;1103;25;3567,99;878,9;4446,89;9/sep;;Broken meshbag
Ul-sp-OTC-1-1;Ulldeter;Ull1;1;A;OTC;YES;NO;15,41;13,57;1,84;0,12;11,16;9,83;188;146;334;25;761,25;591,19;1352,44;9/sep;;Broken meshbag
Ul-sp-OTC-1-2;Ulldeter;Ull1;2;A;OTC;YES;NO;57,77;54,83;2,94;0,05;11,25;10,68;171;96;267;25;637,29;357,78;995,07;23/sep;;
Ul-sp-OTC-1-2;Ulldeter;Ull1;2;B;OTC;YES;NO;57,77;54,83;2,94;0,05;11,33;10,75;187;81;268;25;692;299,74;991,75;23/sep;;
Ul-sp-OTC-2-2;Ulldeter;Ull1;2;B;OTC;YES;NO;61,1;57,6;3,5;0,06;10,95;10,32;312;95;407;25;1202,74;366,22;1568,96;12/sep;;
Ul-sp-OTC-2-2;Ulldeter;Ull1;2;A;OTC;YES;NO;61,1;57,6;3,5;0,06;11,47;10,81;366;261;627;25;1346,94;960,52;2307,46;12/sep;;
Ul-sp-OTC-3-1;Ulldeter;Ull1;1;B;OTC;YES;NO;57,26;54,65;2,61;0,05;10,65;10,16;61;1350;1411;25;238,81;5285,15;5523,96;19/sep;;
Ul-sp-OTC-3-1;Ulldeter;Ull1;1;A;OTC;YES;NO;57,26;54,65;2,61;0,05;11;10,5;80;1518;1598;25;303,23;5753,77;6057;19/sep;;
Ul-sp-OTC-3-2;Ulldeter;Ull1;2;A;OTC;YES;NO;57,53;52,76;4,77;0,08;11,42;10,47;68;1441;1509;25;258,37;5475,2;5733,57;23/sep;;
Ul-sp-OTC-3-2;Ulldeter;Ull1;2;B;OTC;YES;NO;57,53;52,76;4,77;0,08;10,91;10,01;102;292;394;25;405,67;1161,34;1567,02;23/sep;;
Ul-sp-OTC-4-1;Ulldeter;Ull1;1;B;OTC;YES;NO;43,81;42,32;1,49;0,03;10,84;10,47;73;93;166;25;277,42;353,42;630,84;12/sep;;
Ul-sp-OTC-4-1;Ulldeter;Ull1;1;A;OTC;YES;NO;43,81;42,32;1,49;0,03;11,19;10,81;128;95;223;25;471,22;349,73;820,95;12/sep;;
Vb-ch-cont-1;Valbercla;ValB1;1;A;Control;YES;NO;59,2;56,91;2,29;0,04;10,95;10,53;752;90;842;50;1421,41;170,12;1591,52;20/aug;;
Vb-ch-cont-1;Valbercla;ValB1;1;B;Control;YES;NO;59,2;56,91;2,29;0,04;10,84;10,42;789;12;801;50;1506,48;22,91;1529,39;20/aug;;
Vb-ch-cont-2;Valbercla;ValB1;1;A;Control;YES;NO;60,54;56,26;4,28;0,07;11,13;10,34;81;265;346;25;311,63;1019,54;1331,18;22/aug;;
Vb-ch-cont-2;Valbercla;ValB1;1;B;Control;YES;NO;60,54;56,26;4,28;0,07;10,98;10,2;337;14;351;25;1314,26;54,6;1368,86;22/aug;;
Vb-ch-cont-4;Valbercla;ValB1;1;A;Control;YES;NO;61,3;57,71;3,59;0,06;10,35;9,74;160;2022;2182;50;326,72;4128,88;4455,6;20/aug;;
Vb-ch-cont-4;Valbercla;ValB1;1;B;Control;YES;NO;61,3;57,71;3,59;0,06;10,44;9,83;169;505;674;50;342,12;1022,31;1364,43;20/aug;;
Vb-ch-cont-6;Valbercla;ValB1;1;B;Control;YES;NO;55,94;54,49;1,45;0,03;11,21;10,92;558;1865;2423;50;1016,76;3398,3;4415,05;20/aug;;
Vb-ch-cont-6;Valbercla;ValB1;1;A;Control;YES;NO;55,94;54,49;1,45;0,03;10,72;10,44;672;1086;1758;50;1280,45;2069,3;3349,75;20/aug;;
Vb-ch-cont-8;Valbercla;ValB1;1;A;Control;YES;NO;52,18;50,29;1,89;0,04;11,23;10,82;115;53;168;25;422,82;194,86;617,68;22/aug;;
Vb-ch-cont-8;Valbercla;ValB1;1;B;Control;YES;NO;52,18;50,29;1,89;0,04;10,86;10,47;1498;441;1939;25;5695,3;1676,65;7371,95;22/aug;;
Vb-ch-OTC-1;Valbercla;ValB1;1;A;OTC;YES;NO;57,92;53,39;4,53;0,08;10,7;9,86;142;419;561;25;572,91;1690,48;2263,39;22/aug;;
Vb-ch-OTC-1;Valbercla;ValB1;1;B;OTC;YES;NO;57,92;53,39;4,53;0,08;10,95;10,09;301;341;642;25;1186,68;1344,38;2531,06;22/aug;;
Vb-ch-OTC-2;Valbercla;ValB1;1;A;OTC;YES;NO;58,2;55,08;3,12;0,05;10,76;10,18;233;88;321;50;455,26;171,94;627,2;20/aug;;
Vb-ch-OTC-2;Valbercla;ValB1;1;B;OTC;YES;NO;58,2;55,08;3,12;0,05;10,7;10,13;548;96;644;50;1076,73;188,62;1265,36;20/aug;;
Vb-ch-OTC-4;Valbercla;ValB1;1;A;OTC;YES;NO;55,8;53,16;2,64;0,05;10,33;9,84;207;654;861;50;418,51;1322,24;1740,74;20/aug;;
Vb-ch-OTC-4;Valbercla;ValB1;1;B;OTC;YES;NO;55,8;53,16;2,64;0,05;10,86;10,35;289;893;1182;25;1111,55;3434,65;4546,21;20/aug;;
Vb-ch-OTC-6;Valbercla;ValB1;1;B;OTC;YES;NO;59,07;55,2;3,87;0,07;10,81;10,1;154;1245;1399;50;303,32;2452,19;2755,51;20/aug;;
Vb-ch-OTC-6;Valbercla;ValB1;1;A;OTC;YES;NO;59,07;55,2;3,87;0,07;10,64;9,94;192;1736;1928;50;384,21;3473,91;3858,12;20/aug;;
Vb-ch-OTC-8;Valbercla;ValB1;1;A;OTC;YES;NO;56,03;51,65;4,38;0,08;10,71;9,87;110;860;970;25;443,37;3466,34;3909,71;22/aug;;
Vb-ch-OTC-8;Valbercla;ValB1;1;B;OTC;YES;NO;56,03;51,65;4,38;0,08;11,42;10,53;160;834;994;25;604,81;3152,55;3757,36;22/aug;;
Wh-ch-cont-1-2;Davos;Wah1;1;A;Control;YES;NO;57,35;53,37;3,98;0,07;10,91;10,15;38;191;229;25;148,94;748,61;897,55;29/okt;;
Wh-ch-cont-1-2;Davos;Wah1;1;B;Control;YES;NO;57,35;53,37;3,98;0,07;10,71;9,97;345;262;607;25;1377,46;1046,07;2423,53;29/okt;;
Wh-ch-cont-2-4;Davos;Wah1;1;A;Control;YES;NO;53,65;51,6;2,05;0,04;10,81;10,4;43;96;139;25;164,58;367,43;532,01;29/okt;;
Wh-ch-cont-2-4;Davos;Wah1;1;B;Control;YES;NO;53,65;51,6;2,05;0,04;11,1;10,68;74;71;145;25;275,83;264,65;540,48;29/okt;;
Wh-ch-cont-4-4;Davos;Wah1;1;B;Control;YES;NO;52,6;50,2;2,4;0,05;11,01;10,51;21;83;104;25;79,53;314,33;393,86;30/okt;;wet
Wh-ch-cont-4-4;Davos;Wah1;1;A;Control;YES;NO;52,6;50,2;2,4;0,05;11,13;10,62;68;173;241;25;254,75;648,1;902,85;30/okt;;wet
Wh-ch-cont-7-2;Davos;Wah1;1;B;Control;YES;NO;32,27;31,8;0,47;0,01;10,77;10,61;25;48;73;25;93,74;179,97;273,71;30/okt;;wet
Wh-ch-cont-7-2;Davos;Wah1;1;A;Control;YES;NO;32,27;31,8;0,47;0,01;11,34;11,17;139;123;262;25;494,98;438;932,98;30/okt;;wet, roots
Wh-ch-OTC-1-1;Davos;Wah1;1;B;OTC;YES;NO;53,75;51,14;2,61;0,05;10,83;10,3;257;133;390;25;992,51;513,63;1506,14;29/okt;;
Wh-ch-OTC-1-1;Davos;Wah1;1;A;OTC;YES;NO;53,75;51,14;2,61;0,05;10,89;10,36;273;26;299;25;1048,49;99,86;1148,35;29/okt;;
Wh-ch-OTC-2-2;Davos;Wah1;1;A;OTC;YES;NO;52,76;49,99;2,77;0,05;11,04;10,46;27;694;721;25;102,71;2640,12;2742,84;30/okt;;Broken meshbag
Wh-ch-OTC-2-2;Davos;Wah1;1;B;OTC;YES;NO;52,76;49,99;2,77;0,05;10,86;10,29;150;415;565;25;580,09;1604,92;2185,01;30/okt;;Broken meshbag
Wh-ch-OTC-2-4;Davos;Wah1;1;A;OTC;YES;NO;52,86;51,06;1,8;0,03;11,03;10,65;52;105;157;25;194,22;392,17;586,38;29/okt;;
Wh-ch-OTC-2-4;Davos;Wah1;1;B;OTC;YES;NO;52,86;51,06;1,8;0,03;10,7;10,34;93;25;118;25;358,06;96,25;454,31;29/okt;;
Wh-ch-OTC-5-4;Davos;Wah1;1;A;OTC;YES;NO;17,48;16,59;0,89;0,05;10,63;10,09;20;730;750;25;78,89;2879,37;2958,25;29/okt;;Broken meshbag
Wh-ch-OTC-5-4;Davos;Wah1;1;B;OTC;YES;NO;17,48;16,59;0,89;0,05;10,72;10,17;21;678;699;25;82,14;2651,81;2733,94;29/okt;;Broken meshbag
Wh-ch-OTC-7-2;Davos;Wah1;1;B;OTC;YES;NO;42,84;41,15;1,69;0,04;10,82;10,39;45;280;325;25;172,3;1072,07;1244,37;30/okt;;wet
Wh-ch-OTC-7-2;Davos;Wah1;1;A;OTC;YES;NO;42,84;41,15;1,69;0,04;11,03;10,59;92;262;354;25;345,54;984,05;1329,6;30/okt;;wet
Wl-ch-1-2 WC;Davos;Wal1;1;A;OTC;YES;NO;57,81;57,39;0,42;0,01;10,89;10,81;356;34;390;25;1310,39;125,15;1435,54;14/okt;;wet
Wl-ch-1-2 WC;Davos;Wal1;1;B;OTC;YES;NO;57,81;57,39;0,42;0,01;11,39;11,31;520;32;552;25;1830,03;112,62;1942,65;14/okt;;wet
Wl-ch-3-2-WC;Davos;Wal1;1;B;OTC;YES;NO;60,48;59,51;0,97;0,02;10,52;10,35;172;126;298;25;661,22;484,38;1145,6;14/okt;;
Wl-ch-3-2-WC;Davos;Wal1;1;A;OTC;YES;NO;60,48;59,51;0,97;0,02;11,2;11,02;206;195;401;25;743,85;704,13;1447,97;14/okt;;
Wl-ch-4-3-WC;Davos;Wal1;1;A;OTC;YES;NO;57,25;54,6;2,65;0,05;11,09;10,58;8;86;94;25;30,1;323,57;353,66;22/okt;;
Wl-ch-4-3-WC;Davos;Wal1;1;B;OTC;YES;NO;57,25;54,6;2,65;0,05;11,31;10,79;814;804;1618;25;3003,01;2966,12;5969,13;22/okt;;
Wl-ch-6-3WC;Davos;Wal1;1;A;OTC;YES;NO;53,2;49,85;3,35;0,06;11,41;10,69;114;165;279;25;424,3;614,13;1038,43;24/okt;;
Wl-ch-6-3WC;Davos;Wal1;1;B;OTC;YES;NO;53,2;49,85;3,35;0,06;11;10,31;190;250;440;25;733,53;965,17;1698,71;24/okt;;
Wl-ch-7-4-WC;Davos;Wal1;1;A;OTC;YES;NO;55,33;51,05;4,28;0,08;11,02;10,17;3308;113;3421;25;12946,76;442,26;13389,01;24/okt;;
Wl-ch-7-4-WC;Davos;Wal1;1;B;OTC;YES;NO;55,33;51,05;4,28;0,08;10,6;9,78;4473;450;4923;25;18199,95;1830,98;20030,93;24/okt;;
Wl-ch-cont-1-3;Davos;Wal1;1;B;Control;YES;NO;51,79;50,05;1,74;0,03;10,78;10,42;112;283;395;25;427,81;1080,99;1508,8;22/okt;;
Wl-ch-cont-1-3;Davos;Wal1;1;A;Control;YES;NO;51,79;50,05;1,74;0,03;11,03;10,66;171;166;337;25;638,37;619,71;1258,08;22/okt;;
Wl-ch-cont-3-1;Davos;Wal1;1;A;Control;YES;NO;58,14;56,2;1,94;0,03;11,21;10,84;216;69;285;25;793,23;253,39;1046,62;14/okt;;
Wl-ch-cont-3-1;Davos;Wal1;1;B;Control;YES;NO;58,14;56,2;1,94;0,03;11,18;10,81;286;57;343;25;1053,11;209,89;1263;14/okt;;
Wl-ch-cont-4-4;Davos;Wal1;1;A;Control;YES;NO;61,62;56,4;5,22;0,08;11,37;10,41;1595;222;1817;25;6098,95;848,88;6947,83;14/okt;;
Wl-ch-cont-4-4;Davos;Wal1;1;B;Control;YES;NO;61,62;56,4;5,22;0,08;11,26;10,31;4402;1642;6044;25;16996,77;6340;23336,78;14/okt;;
Wl-ch-cont-7-2;Davos;Wal1;1;A;Control;YES;NO;59,65;57,73;1,92;0,03;11,31;10,95;111;195;306;25;403,54;708,91;1112,45;14/okt;;
Wl-ch-cont-7-2;Davos;Wal1;1;B;Control;YES;NO;59,65;57,73;1,92;0,03;11,21;10,85;211;210;421;25;773,92;770,26;1544,18;14/okt;;
Ws-cn-cont-1;Changling;Cha1;1;B;Control;NO;YES;50,94;45,7;5,24;0,1;11,38;10,21;235;89;324;25;915,97;346,9;1262,87;20/nov;;Broken meshbag
Ws-cn-cont-1;Changling;Cha1;1;A;Control;NO;YES;50,94;45,7;5,24;0,1;10,87;9,75;508;104;612;25;2072,95;424,38;2497,34;20/nov;;Broken meshbag
Ws-cn-cont-2;Changling;Cha1;1;A;Control;NO;YES;55,44;50,61;4,83;0,09;11,13;10,16;497;23;520;25;1946,53;90,08;2036,61;20/nov;;
Ws-cn-cont-3;Changling;Cha1;1;A;Control;NO;YES;51,85;49,26;2,59;0,05;11,36;10,79;333;60;393;25;1227,81;221,23;1449,04;27/nov;;
Ws-cn-cont-3;Changling;Cha1;1;B;Control;NO;YES;51,85;49,26;2,59;0,05;11,32;10,75;461;52;513;25;1705,77;192,41;1898,18;27/nov;;
Ws-cn-cont-4;Changling;Cha1;1;A;Control;NO;YES;58,07;53,59;4,48;0,08;10,61;9,79;299;34;333;25;1215,17;138,18;1353,35;2/dec;;
Ws-cn-cont-4;Changling;Cha1;1;B;Control;NO;YES;58,07;53,59;4,48;0,08;9,41;8,68;311;10;321;25;1425,12;45,82;1470,94;2/dec;;
Ws-cn-cont-5;Changling;Cha1;1;A;Control;NO;YES;48,98;46,67;2,31;0,05;11,11;10,59;579;36;615;25;2176,5;135,33;2311,82;20/nov;;
Ws-cn-cont-5;Changling;Cha1;1;B;Control;NO;YES;48,98;46,67;2,31;0,05;11,02;10,5;655;20;675;25;2482,29;75,8;2558,09;20/nov;;
Ws-cn-drought-1;Changling;Cha1;1;A;Drought;NO;YES;50,21;43,17;7,04;0,14;10,74;9,23;71;1;72;25;305,97;4,31;310,28;29/nov;;
Ws-cn-drought-1;Changling;Cha1;1;B;Drought;NO;YES;50,21;43,17;7,04;0,14;11,41;9,81;301;17;318;25;1220,96;68,96;1289,92;29/nov;;
Ws-cn-drought-2;Changling;Cha1;1;B;Drought;NO;YES;54,05;48,52;5,53;0,1;11,29;10,13;631;47;678;25;2477,55;184,54;2662,09;20/nov;;
Ws-cn-drought-2;Changling;Cha1;1;A;Drought;NO;YES;54,05;48,52;5,53;0,1;11,25;10,1;750;52;802;25;2955,26;204,9;3160,16;20/nov;;
Ws-cn-drought-3;Changling;Cha1;1;A;Drought;NO;YES;48,01;45;3,01;0,06;10,85;10,17;935;5;940;25;3658,59;19,56;3678,15;29/nov;;Broken meshbag
Ws-cn-drought-3;Changling;Cha1;1;B;Drought;NO;YES;48,01;45;3,01;0,06;11,29;10,58;939;12;951;25;3531,04;45,13;3576,17;29/nov;;Broken meshbag
Ws-cn-drought-4;Changling;Cha1;1;A;Drought;NO;YES;55,39;51,03;4,36;0,08;11,35;10,46;569;144;713;25;2165,38;548,01;2713,39;27/nov;;
Ws-cn-drought-4;Changling;Cha1;1;B;Drought;NO;YES;55,39;51,03;4,36;0,08;11,38;10,48;758;19;777;25;2877,03;72,12;2949,15;27/nov;;
Ws-cn-drought-5;Changling;Cha1;1;B;Drought;NO;YES;61,31;57,18;4,13;0,07;8,66;8,08;423;28;451;25;2084,12;137,96;2222,07;2/dec;;
Ws-cn-drought-5;Changling;Cha1;1;A;Drought;NO;YES;61,31;57,18;4,13;0,07;9,86;9,2;730;5;735;25;3158,97;21,64;3180,61;2/dec;;
Ws-cn-fert-1;Changling;Cha1;1;A;Fertilisation;NO;YES;58,67;56,93;1,74;0,03;11,41;11,07;209;100;309;25;751,19;359,42;1110,61;27/nov;;
Ws-cn-fert-1;Changling;Cha1;1;B;Fertilisation;NO;YES;58,67;56,93;1,74;0,03;10,61;10,3;360;49;409;25;1391,47;189,39;1580,87;27/nov;;
Ws-cn-fert-2-1;Changling;Cha1;1;B;Fertilisation;NO;YES;57,06;52,92;4,14;0,07;11,17;10,36;289;10;299;25;1110,12;38,41;1148,53;20/nov;;
Ws-cn-fert-2-1;Changling;Cha1;1;A;Fertilisation;NO;YES;57,06;52,92;4,14;0,07;10,52;9,76;567;64;631;25;2312,55;261,03;2573,58;20/nov;;
Ws-cn-fert-3;Changling;Cha1;1;A;Fertilisation;NO;YES;56,57;53,26;3,31;0,06;10,98;10,34;237;39;276;25;912,31;150,13;1062,44;27/nov;;
Ws-cn-fert-3;Changling;Cha1;1;B;Fertilisation;NO;YES;56,57;53,26;3,31;0,06;10,83;10,2;664;63;727;25;2591,41;245,87;2837,29;27/nov;;
Ws-cn-fert-4;Changling;Cha1;1;B;Fertilisation;NO;YES;49,53;46,18;3,35;0,07;11,06;10,31;110;14;124;25;424,49;54,03;478,51;20/nov;;
Ws-cn-fert-4;Changling;Cha1;1;A;Fertilisation;NO;YES;49,53;46,18;3,35;0,07;10,86;10,13;249;22;271;25;978,58;86,46;1065,04;20/nov;;
Ws-cn-fert-5;Changling;Cha1;1;A;Fertilisation;NO;YES;46,61;43,93;2,68;0,06;11,24;10,59;478;135;613;25;1795,53;507,1;2302,63;19/nov;;
Ws-cn-fert-5;Changling;Cha1;1;B;Fertilisation;NO;YES;46,61;43,93;2,68;0,06;11,1;10,46;484;394;878;25;1840,99;1498,66;3339,66;19/nov;;
Ws-cn-fertxdrought-1;Changling;Cha1;1;B;Fertilisationxdrought;NO;YES;57,23;54,38;2,85;0,05;11,45;10,88;149;85;234;25;544,98;310,89;855,87;29/nov;;
Ws-cn-fertxdrought-1;Changling;Cha1;1;A;Fertilisationxdrought;NO;YES;57,23;54,38;2,85;0,05;10,6;10,07;263;55;318;25;1039,07;217,3;1256,37;29/nov;;
Ws-cn-fertxdrought-2;Changling;Cha1;1;A;Fertilisationxdrought;NO;YES;55,53;52,26;3,27;0,06;10,95;10,31;502;45;547;25;1938,47;173,77;2112,24;19/nov;;
Ws-cn-fertxdrought-2;Changling;Cha1;1;B;Fertilisationxdrought;NO;YES;55,53;52,26;3,27;0,06;11,49;10,81;622;49;671;25;2288,97;180,32;2469,29;19/nov;;
