Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Pot+sand_wet_(g);Pot+sand_dry_(g);wet_(g);proportion_water_in_sample_(%);sample_weight_wet_(g);sample_weight_dry_(g);Hyphae_uns;Hyphae_sept;Total_hyphae;Count_strikes;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length;lab_analyses;Meshbag_collected;Extra
Nr-us-33-XXX;Niwotridge;Niw1;1;B;Control;YES;YES;44,93;42,16;2,77;0,06;11,1;10,42;395;10;405;25;1509,11;38,21;1547,32;7/nov;;Broken meshbag
Nr-us-33-XXX;Niwotridge;Niw1;1;A;Control;YES;YES;44,93;42,16;2,77;0,06;10,84;10,17;456;36;492;25;1783,95;140,84;1924,79;7/nov;;Broken meshbag
Nr-us-35-XNX;Niwotridge;Niw1;1;B;Fertilisation;YES;YES;50,68;46,79;3,89;0,08;10,73;9,91;143;50;193;25;574,42;200,85;775,27;20/nov;;
Nr-us-35-XNX;Niwotridge;Niw1;1;A;Fertilisation;YES;YES;50,68;46,79;3,89;0,08;11,27;10,4;217;26;243;25;829,91;99,44;929,35;20/nov;;
Nr-us-37-XNX;Niwotridge;Niw1;1;B;Fertilisation;YES;YES;51,25;47,2;4,05;0,08;10,6;9,76;220;19;239;25;896,77;77,45;974,22;14/nov;;
Nr-us-37-XNX;Niwotridge;Niw1;1;A;Fertilisation;YES;YES;51,25;47,2;4,05;0,08;11,45;10,55;290;21;311;25;1094,35;79,25;1173,6;14/nov;;
Nr-us-38-XXW;Niwotridge;Niw1;1;B;OTC;YES;NO;49,58;49,01;0,57;0,01;11,31;11,18;126;126;252;25;448,48;448,48;896,96;12/nov;;
Nr-us-38-XXW;Niwotridge;Niw1;1;A;OTC;YES;NO;49,58;49,01;0,57;0,01;10,66;10,54;185;48;233;25;698,63;181,27;879,9;12/nov;;
Nr-us-41-PXX;Niwotridge;Niw1;1;B;snow;NO;NO;42,28;40,71;1,57;0,04;11,23;10,81;169;46;215;25;621,95;169,29;791,23;20/nov;;
Nr-us-41-PXX;Niwotridge;Niw1;1;A;snow;NO;NO;42,28;40,71;1,57;0,04;10,98;10,57;219;52;271;25;824,3;195,73;1020,03;20/nov;;
Nr-us-46-PXX;Niwotridge;Niw1;1;B;snow;NO;NO;46,82;43,98;2,84;0,06;10,9;10,24;159;64;223;25;617,96;248,74;866,7;12/nov;;
Nr-us-46-PXX;Niwotridge;Niw1;1;A;snow;NO;NO;46,82;43,98;2,84;0,06;11,15;10,47;220;94;314;25;835,87;357,14;1193,01;12/nov;;
Nr-us-5-XNW;Niwotridge;Niw1;1;A;Fertilisation;YES;YES;46,78;44,58;2,2;0,05;11,04;10,52;172;17;189;25;650,57;64,3;714,87;14/nov;;
Nr-us-5-XNW;Niwotridge;Niw1;1;B;Fertilisation;YES;YES;46,78;44,58;2,2;0,05;11,35;10,82;263;9;272;25;967,59;33,11;1000,7;14/nov;;
Nr-us-6-XXX;Niwotridge;Niw1;1;B;Control;YES;YES;51,55;49,67;1,88;0,04;10,68;10,29;101;16;117;25;390,57;61,87;452,44;14/nov;;
Nr-us-6-XXX;Niwotridge;Niw1;1;A;Control;YES;YES;51,55;49,67;1,88;0,04;10,79;10,4;158;38;196;25;604,76;145,45;750,21;14/nov;;
Nr-us-7-XNX;Niwotridge;Niw1;1;A;Fertilisation;YES;YES;56,57;54,14;2,43;0,04;11,47;10,98;145;19;164;25;525,64;68,88;594,51;12/nov;;
Nr-us-7-XNX;Niwotridge;Niw1;1;B;Fertilisation;YES;YES;56,57;54,14;2,43;0,04;11,45;10,96;222;37;259;25;806,17;134,36;940,53;12/nov;;
Pc-fr-cont-1-1;PasdelaCasa;Pdc1;1;B;Control;YES;NO;36,71;34,52;2,19;0,06;10,61;9,98;438;41;479;25;1746,97;163,53;1910,5;;24/jul;
Pc-fr-cont-1-1;PasdelaCasa;Pdc1;1;A;Control;YES;NO;36,71;34,52;2,19;0,06;10,6;9,97;519;31;550;25;2071,99;123,76;2195,75;;24/jul;
Pc-fr-cont-3-2;PasdelaCasa;Pdc1;2;B;Control;YES;NO;60,36;55,15;5,21;0,09;11,11;10,15;65;35;100;25;254,81;137,2;392,01;;24/jul;
Pc-fr-cont-3-2;PasdelaCasa;Pdc1;2;A;Control;YES;NO;60,36;55,15;5,21;0,09;11,39;10,41;168;45;213;25;642,39;172,07;814,46;;24/jul;
Pc-fr-cont-4-1;PasdelaCasa;Pdc1;1;B;Control;YES;NO;52,66;49,94;2,72;0,05;10,78;10,22;384;72;456;25;1494,71;280,26;1774,97;;24/jul;
Pc-fr-cont-4-1;PasdelaCasa;Pdc1;1;A;Control;YES;NO;52,66;49,94;2,72;0,05;10,55;10,01;909;258;1167;25;3615,4;1026,15;4641,55;;24/jul;
Pc-fr-cont-4-2;PasdelaCasa;Pdc1;2;A;Control;YES;NO;55,26;52,94;2,32;0,04;11,08;10,61;60;1745;1805;25;224,93;6541,76;6766,7;22/aug;24/jul;
Pc-fr-cont-4-2;PasdelaCasa;Pdc1;2;B;Control;YES;NO;55,26;52,94;2,32;0,04;11;10,54;1498;441;1939;25;5656,64;1665,27;7321,91;22/aug;24/jul;
Pc-fr-OTC-1-1;PasdelaCasa;Pdc1;1;B;OTC;YES;NO;55,79;51,24;4,55;0,08;10,92;10,03;303;428;731;25;1202,21;1698,17;2900,38;;24/jul;
Pc-fr-OTC-1-1;PasdelaCasa;Pdc1;1;A;OTC;YES;NO;55,79;51,24;4,55;0,08;11,07;10,17;1109;63;1172;25;4340,54;246,58;4587,11;;24/jul;
Pc-fr-OTC-2-1;PasdelaCasa;Pdc1;1;B;OTC;YES;NO;55,9;52,51;3,39;0,06;10,99;10,32;53;1;54;25;204,3;3,85;208,15;;24/jul;
Pc-fr-OTC-2-1;PasdelaCasa;Pdc1;1;A;OTC;YES;NO;55,9;52,51;3,39;0,06;10,66;10,01;54;28;82;25;214,59;111,27;325,87;;24/jul;
Pc-fr-OTC-3-2;PasdelaCasa;Pdc1;2;B;OTC;YES;NO;46,71;44,96;1,75;0,04;10,96;10,55;286;50;336;25;1078,83;188,61;1267,43;20/aug;24/jul;
Pc-fr-OTC-3-2;PasdelaCasa;Pdc1;2;A;OTC;YES;NO;46,71;44,96;1,75;0,04;10,86;10,45;832;148;980;50;1583,65;281,71;1865,36;20/aug;24/jul;
Pc-fr-OTC-4-2;PasdelaCasa;Pdc1;2;A;OTC;YES;NO;57,32;55,19;2,13;0,04;10,74;10,34;72;497;569;50;138,53;956,27;1094,8;20/aug;24/jul;
Pc-fr-OTC-4-2;PasdelaCasa;Pdc1;2;B;OTC;YES;NO;57,32;55,19;2,13;0,04;11,07;10,66;343;484;827;25;1280,57;1806,99;3087,56;20/aug;24/jul;
Pg-it-cont-B1;PassoGavia;Pga1;1;B;Control;YES;YES;53,37;49,29;4,08;0,08;11,4;10,53;276;235;511;25;1043,17;888,21;1931,38;23/sep;;
Pg-it-cont-B1;PassoGavia;Pga1;1;A;Control;YES;YES;53,37;49,29;4,08;0,08;11,02;10,18;431;66;497;25;1685,18;258,06;1943,24;23/sep;;roots
Pg-it-cont-B2-1;PassoGavia;Pga1;1;B;Control;YES;YES;64,06;61,69;2,37;0,04;10,72;10,32;449;130;579;25;1730,76;501,11;2231,87;24/sep;;
Pg-it-cont-B2-1;PassoGavia;Pga1;1;A;Control;YES;YES;64,06;61,69;2,37;0,04;10,99;10,58;821;378;1199;25;3086,95;1421,28;4508,23;24/sep;;
Pg-it-cont-B2-2;PassoGavia;Pga1;2;B;Control;YES;YES;58,22;53,78;4,44;0,08;10,87;10,04;196;22;218;25;776,77;87,19;863,95;19/sep;;
Pg-it-cont-B2-2;PassoGavia;Pga1;2;A;Control;YES;YES;58,22;53,78;4,44;0,08;11,24;10,38;486;207;693;25;1862,66;793,36;2656,02;19/sep;;
Pg-it-cont-B3;PassoGavia;Pga1;1;B;Control;YES;YES;36,91;34,85;2,06;0,06;11,3;10,67;146;20;166;25;544,54;74,59;619,13;19/nov;;Broken meshbag
Pg-it-cont-B3;PassoGavia;Pga1;1;A;Control;YES;YES;36,91;34,85;2,06;0,06;10,77;10,17;209;41;250;25;817,87;160,44;978,31;19/nov;;Broken meshbag
Pg-it-cont-B4-1;PassoGavia;Pga1;1;B;Control;YES;YES;59;57,38;1,62;0,03;10,88;10,58;252;84;336;25;947,71;315,9;1263,61;24/sep;;
Pg-it-cont-B4-1;PassoGavia;Pga1;1;A;Control;YES;YES;59;57,38;1,62;0,03;10,93;10,63;347;124;471;25;1299,01;464,2;1763,21;24/sep;;
Pg-it-cont-B4-2;PassoGavia;Pga1;2;B;Control;YES;YES;51,88;51,3;0,58;0,01;10,61;10,49;171;35;206;25;648,6;132,75;781,35;3/okt;;
Pg-it-cont-B4-2;PassoGavia;Pga1;2;A;Control;YES;YES;51,88;51,3;0,58;0,01;11,01;10,89;275;120;395;25;1005,17;438,62;1443,79;3/okt;;
Pg-it-cont-B5-1;PassoGavia;Pga1;1;A;Control;YES;YES;50,61;47,08;3,53;0,07;11,44;10,64;94;85;179;25;351,49;317,84;669,33;3/okt;;
Pg-it-cont-B5-1;PassoGavia;Pga1;1;B;Control;YES;YES;50,61;47,08;3,53;0,07;10,85;10,09;150;144;294;25;591,39;567,73;1159,12;3/okt;;
Pg-it-cont-B5-2;PassoGavia;Pga1;2;B;Control;YES;YES;61,45;59,89;1,56;0,03;11,35;11,06;206;39;245;25;741,06;140,3;881,35;30/sep;;
Pg-it-cont-B5-2;PassoGavia;Pga1;2;A;Control;YES;YES;61,45;59,89;1,56;0,03;10,9;10,62;208;74;282;25;779,14;277,19;1056,34;30/sep;;
Pg-it-cont-P1;PassoGavia;Pga2;1;A;Control;YES;NO;34,31;29,32;4,99;0,15;11,15;9,53;146;25;171;25;609,74;104,41;714,15;9/okt;;
Pg-it-cont-P1;PassoGavia;Pga2;1;B;Control;YES;NO;34,31;29,32;4,99;0,15;11,04;9,43;180;7;187;25;759,23;29,53;788,75;9/okt;;
Pg-it-cont-P2;PassoGavia;Pga2;1;A;Control;YES;NO;55,81;53,4;2,41;0,04;10,7;10,24;77;23;100;50;149,64;44,7;194,34;12/aug;;
Pg-it-cont-P2;PassoGavia;Pga2;1;B;Control;YES;NO;55,81;53,4;2,41;0,04;10,46;10;235;81;316;50;467,36;161,09;628,46;12/aug;;
Pg-it-cont-P3;PassoGavia;Pga2;1;A;Control;YES;NO;49,37;44,02;5,35;0,11;10,85;9,67;12;40;52;50;24,68;82,27;106,95;12/aug;;roots
Pg-it-cont-P3;PassoGavia;Pga2;1;B;Control;YES;NO;49,37;44,02;5,35;0,11;10,61;9,46;71;0;71;50;149,33;0;149,33;12/aug;;
Pg-it-cont-P4;PassoGavia;Pga2;1;A;Control;YES;NO;42,11;38,58;3,53;0,08;10,52;9,64;148;43;191;25;611,06;177,54;788,59;27/aug;;
Pg-it-cont-P4;PassoGavia;Pga2;1;A;Control;YES;NO;42,11;38,58;3,53;0,08;10,96;10,04;215;40;255;25;852,05;158,52;1010,57;27/aug;;
Pg-it-cont-P5;PassoGavia;Pga2;1;B;Control;YES;NO;58,53;53,85;4,68;0,08;10,69;9,84;16;8;24;50;32,37;16,18;48,55;12/aug;;
Pg-it-cont-P5;PassoGavia;Pga2;1;A;Control;YES;NO;58,53;53,85;4,68;0,08;10,83;9,96;60;13;73;50;119,81;25,96;145,77;12/aug;;
Pg-it-cont-S1;PassoGavia;Pga3;1;A;Control;YES;NO;57,67;53,15;4,52;0,08;10,79;9,94;152;169;321;25;608,25;676,28;1284,52;9/okt;;Broken meshbag
Pg-it-cont-S1;PassoGavia;Pga3;1;B;Control;YES;NO;57,67;53,15;4,52;0,08;10,78;9,94;162;127;289;25;648,87;508,68;1157,55;9/okt;;Broken meshbag
Pg-It-cont-S2;PassoGavia;Pga3;1;B;Control;YES;NO;57,16;51,94;5,22;0,09;11,06;10,05;89;120;209;25;352,4;475,15;827,55;;;
Pg-It-cont-S2;PassoGavia;Pga3;1;A;Control;YES;NO;57,16;51,94;5,22;0,09;11,42;10,38;170;303;473;25;651,91;1161,93;1813,83;;;
Pg-It-cont-S3;PassoGavia;Pga3;1;A;Control;YES;NO;58,07;55,48;2,59;0,04;11,12;10,62;73;171;244;25;273,43;640,5;913,93;28/aug;;roots
Pg-It-cont-S3;PassoGavia;Pga3;1;B;Control;YES;NO;58,07;55,48;2,59;0,04;11,21;10,71;101;48;149;25;375,27;178,35;553,62;28/aug;;roots
Pg-it-drought-B1;PassoGavia;Pga1;1;B;Drought;YES;YES;54,63;51,62;3,01;0,06;11,24;10,62;140;69;209;25;524,55;258,53;783,08;19/sep;;
Pg-it-drought-B1;PassoGavia;Pga1;1;A;Drought;YES;YES;54,63;51,62;3,01;0,06;11,49;10,86;185;26;211;25;678,07;95,3;773,37;19/sep;;
Pg-it-drought-B2;PassoGavia;Pga1;1;B;Drought;YES;YES;53,49;51,73;1,76;0,03;11,26;10,89;220;45;265;25;803,95;164,44;968,39;19/sep;;
Pg-it-drought-B2;PassoGavia;Pga1;1;A;Drought;YES;YES;53,49;51,73;1,76;0,03;10,68;10,33;390;267;657;25;1502,57;1028,68;2531,26;19/sep;;
Pg-it-drought-B3;PassoGavia;Pga1;1;B;Drought;YES;YES;61,38;58,52;2,86;0,05;10,73;10,23;145;25;170;25;564,03;97,25;661,28;19/sep;;
Pg-it-drought-B3;PassoGavia;Pga1;1;A;Drought;YES;YES;61,38;58,52;2,86;0,05;11,34;10,81;571;81;652;25;2101,64;298,13;2399,77;19/sep;;
Pg-it-drought-B4;PassoGavia;Pga1;1;B;Drought;YES;YES;56,24;51,15;5,09;0,09;11,34;10,31;290;54;344;25;1118,91;208,35;1327,26;19/sep;;
Pg-it-drought-B4;PassoGavia;Pga1;1;A;Drought;YES;YES;56,24;51,15;5,09;0,09;11,11;10,1;377;15;392;25;1484,7;59,07;1543,77;19/sep;;
Pg-it-drought-B5;PassoGavia;Pga1;1;B;Drought;YES;YES;48,93;46,95;1,98;0,04;11,06;10,61;214;191;405;25;802,44;716,19;1518,63;30/sep;;
Pg-it-drought-B5;PassoGavia;Pga1;1;A;Drought;YES;YES;48,93;46,95;1,98;0,04;10,95;10,51;239;218;457;25;905,18;825,65;1730,83;30/sep;;roots
Pg-it-droughtxOTC-B1;PassoGavia;Pga1;1;A;DroughtxOTC;YES;YES;55,96;55,06;0,9;0,02;11;10,82;1101;254;1355;25;4048,07;933,89;4981,96;24/sep;;
Pg-it-droughtxOTC-B1;PassoGavia;Pga1;1;B;DroughtxOTC;YES;YES;55,96;55,06;0,9;0,02;11,52;11,33;1713;204;1917;25;6013,93;716,2;6730,13;24/sep;;
Pg-it-droughtxOTC-B2;PassoGavia;Pga1;1;A;DroughtxOTC;YES;YES;53,07;47,8;5,27;0,1;11,18;10,07;228;62;290;25;901;245,01;1146,01;23/sep;;
Pg-it-droughtxOTC-B2;PassoGavia;Pga1;1;B;DroughtxOTC;YES;YES;53,07;47,8;5,27;0,1;11,36;10,23;1053;47;1100;25;4095,28;182,79;4278,07;23/sep;;
Pg-it-droughtxOTC-B3;PassoGavia;Pga1;1;A;DroughtxOTC;YES;YES;52,17;48,82;3,35;0,06;11,42;10,69;217;54;271;25;808,03;201,08;1009,11;23/sep;;
Pg-it-droughtxOTC-B3;PassoGavia;Pga1;1;B;DroughtxOTC;YES;YES;52,17;48,82;3,35;0,06;10,89;10,19;1480;94;1574;25;5779,22;367,06;6146,28;23/sep;;
Pg-it-droughtxOTC-B4;PassoGavia;Pga1;1;B;DroughtxOTC;YES;YES;54,6;52,67;1,93;0,04;10,98;10,59;678;113;791;25;2547,23;424,54;2971,77;19/sep;;
Pg-it-droughtxOTC-B4;PassoGavia;Pga1;1;A;DroughtxOTC;YES;YES;54,6;52,67;1,93;0,04;10,91;10,52;925;133;1058;25;3497,51;502,88;4000,39;19/sep;;
Pg-it-droughtxOTC-B5;PassoGavia;Pga1;1;A;DroughtxOTC;YES;YES;48,96;46,9;2,06;0,04;10,99;10,53;189;252;441;25;714,41;952,54;1666,95;2/okt;;
Pg-it-droughtxOTC-B5;PassoGavia;Pga1;1;B;DroughtxOTC;YES;YES;48,96;46,9;2,06;0,04;11,3;10,82;404;115;519;25;1485,2;422,77;1907,96;2/okt;;
Pg-it-fert-B1-1-1yr;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;46,87;45,13;1,74;0,04;11,25;10,83;38;3;41;25;139,6;11,02;150,62;3/okt;;
Pg-it-fert-B1-1-1yr;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;46,87;45,13;1,74;0,04;11,36;10,94;92;186;278;25;334,7;676,67;1011,37;3/okt;;
Pg-it-fert-B1-2-1yr;PassoGavia;Pga1;2;A;Fertilisation;YES;YES;55,55;54,13;1,42;0,03;11,36;11,07;309;39;348;25;1110,81;140,2;1251,01;30/sep;;
Pg-it-fert-B1-2-1yr;PassoGavia;Pga1;2;B;Fertilisation;YES;YES;55,55;54,13;1,42;0,03;10,79;10,51;363;87;450;25;1373,86;329,27;1703,14;30/sep;;
Pg-it-fert-B2;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;56,64;55,74;0,9;0,02;11,46;11,28;921;104;1025;25;3249,7;366,96;3616,66;30/sep;;
Pg-it-fert-B2;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;56,64;55,74;0,9;0,02;11,27;11,09;1010;86;1096;25;3623,81;308,56;3932,38;30/sep;;
Pg-it-fert-B2-1-1yr;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;54,96;50,55;4,41;0,08;11,31;10,4;183;73;256;25;700,05;279,25;979,3;8/okt;;
Pg-it-fert-B2-1-1yr;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;54,96;50,55;4,41;0,08;11,48;10,56;241;125;366;25;908,27;471,09;1379,36;8/okt;;
Pg-it-fert-B2-2-1yr;PassoGavia;Pga1;2;A;Fertilisation;YES;YES;55,85;52,58;3,27;0,06;10,95;10,31;67;183;250;25;258,63;706,4;965,03;3/okt;;
Pg-it-fert-B2-2-1yr;PassoGavia;Pga1;2;B;Fertilisation;YES;YES;55,85;52,58;3,27;0,06;11,09;10,44;93;202;295;25;354,46;769,9;1124,36;3/okt;;
Pg-it-fert-B3;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;52,77;50,93;1,84;0,03;10,95;10,57;95;44;139;25;357,71;165,68;523,39;23/sep;;
Pg-it-fert-B3;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;52,77;50,93;1,84;0,03;10,86;10,48;292;100;392;25;1108,61;379,66;1488,27;23/sep;;
Pg-it-fert-B3-1-1yr;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;59,09;57,53;1,56;0,03;10,75;10,47;737;17;754;25;2802,15;64,64;2866,78;8/okt;;
Pg-it-fert-B3-1-1yr;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;59,09;57,53;1,56;0,03;11,43;11,13;858;24;882;25;3068,12;85,82;3153,95;8/okt;;roots
Pg-it-fert-B3-2-1yr;PassoGavia;Pga1;2;A;Fertilisation;YES;YES;54,43;49,96;4,47;0,08;10,48;9,62;39;0;39;50;80,67;0;80,67;;;
Pg-it-fert-B3-2-1yr;PassoGavia;Pga1;2;B;Fertilisation;YES;YES;54,43;49,96;4,47;0,08;10,48;9,62;46;0;46;50;95,15;0;95,15;;;
Pg-it-fert-B4-1-1yr;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;54,56;51,22;3,34;0,06;10,88;10,21;122;0;122;50;237,66;0;237,66;14/aug;;
Pg-it-fert-B4-1-1yr;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;54,56;51,22;3,34;0,06;10,88;10,21;748;82;830;50;1457,1;159,74;1616,84;14/aug;;
Pg-it-fert-B4-2-1yr;PassoGavia;Pga1;2;B;Fertilisation;YES;YES;59,84;55,13;4,71;0,08;10,74;9,89;380;20;400;25;1528,25;80,43;1608,69;8/okt;;
Pg-it-fert-B4-2-1yr;PassoGavia;Pga1;2;A;Fertilisation;YES;YES;59,84;55,13;4,71;0,08;10,86;10,01;607;48;655;25;2414,21;190,91;2605,12;8/okt;;
pg-it-fert-B5;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;51,96;49,54;2,42;0,05;10,8;10,3;315;60;375;25;1217,34;231,87;1449,22;2/okt;;Broken meshbag
pg-it-fert-B5;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;51,96;49,54;2,42;0,05;11,08;10,56;414;26;440;25;1559,5;97,94;1657,44;2/okt;;Broken meshbag
Pg-it-fert-B5-1-1yr;PassoGavia;Pga1;1;B;Fertilisation;YES;YES;62,43;55,4;7,03;0,11;11,31;10,04;377;55;432;25;1494,77;218,07;1712,84;9/okt;;
Pg-it-fert-B5-1-1yr;PassoGavia;Pga1;1;A;Fertilisation;YES;YES;62,43;55,4;7,03;0,11;11,36;10,08;668;54;722;25;2636,9;213,16;2850,06;9/okt;;
Pg-it-fert-B5-2-1yr;PassoGavia;Pga1;2;B;Fertilisation;YES;YES;54,76;53,09;1,67;0,03;11,12;10,78;804;42;846;25;2967,66;155,03;3122,69;24/sep;;
Pg-it-fert-B5-2-1yr;PassoGavia;Pga1;2;A;Fertilisation;YES;YES;54,76;53,09;1,67;0,03;10,66;10,33;852;17;869;25;3280,54;65,46;3346;24/sep;;
Pg-it-fertxdrought-B2;PassoGavia;Pga1;1;B;Fertilisationxdrought;NO;YES;42,86;38,42;4,44;0,1;11,45;10,26;418;59;477;25;1620,61;228,75;1849,35;9/okt;;Broken meshbag
Pg-it-fertxdrought-B2;PassoGavia;Pga1;1;A;Fertilisationxdrought;NO;YES;42,86;38,42;4,44;0,1;11,11;9,96;472;142;614;25;1885,97;567,39;2453,36;9/okt;;Broken meshbag
Pg-it-fertxdrought-B3;PassoGavia;Pga1;1;A;Fertilisationxdrought;NO;YES;52,06;50,96;1,1;0,02;11,24;11;815;74;889;25;2947,67;267,64;3215,31;24/sep;;
Pg-it-fertxdrought-B3;PassoGavia;Pga1;1;B;Fertilisationxdrought;NO;YES;52,06;50,96;1,1;0,02;10,84;10,61;2287;17;2304;25;8576,77;63,75;8640,53;24/sep;;
Pg-it-fertxdrought-B5;PassoGavia;Pga1;1;A;Fertilisationxdrought;NO;YES;58,83;55,31;3,52;0,06;10,52;9,89;435;0;435;50;875,09;0;875,09;14/aug;;
Pg-it-fertxdrought-B5;PassoGavia;Pga1;1;B;Fertilisationxdrought;NO;YES;58,83;55,31;3,52;0,06;10,52;9,89;957;23;980;50;1925,19;46,27;1971,46;14/aug;;
Pg-it-fertxOTC-B1-1-1yr;PassoGavia;Pga1;1;A;FertilisationxOTC;YES;YES;55,51;52,3;3,21;0,06;10,64;10,02;209;25;234;25;829,63;99,24;928,87;27/aug;;
Pg-it-fertxOTC-B1-1-1yr;PassoGavia;Pga1;1;B;FertilisationxOTC;YES;YES;55,51;52,3;3,21;0,06;10,95;10,32;336;8;344;25;1296,01;30,86;1326,86;27/aug;;
Pg-it-fertxOTC-B1-2-1yr;PassoGavia;Pga1;2;A;FertilisationxOTC;YES;YES;50,39;49,6;0,79;0,02;11,38;11,2;902;289;1191;25;3204,34;1026,67;4231,01;24/sep;;
Pg-it-fertxOTC-B1-2-1yr;PassoGavia;Pga1;2;B;FertilisationxOTC;YES;YES;50,39;49,6;0,79;0,02;11,29;11,11;6002;81;6083;25;21492,01;290,05;21782,05;24/sep;;
Pg-it-fertxOTC-B2-1-1yr;PassoGavia;Pga1;1;A;FertilisationxOTC;YES;YES;53,41;52,44;0,97;0,02;11,09;10,89;330;187;517;25;1206,02;683,41;1889,43;24/sep;;
Pg-it-fertxOTC-B2-1-1yr;PassoGavia;Pga1;1;B;FertilisationxOTC;YES;YES;53,41;52,44;0,97;0,02;11,1;10,9;483;64;547;25;1763,58;233,68;1997,27;24/sep;;
Pg-it-fertxOTC-B2-2-1yr;PassoGavia;Pga1;2;A;FertilisationxOTC;YES;YES;55,3;54,48;0,82;0,01;10,95;10,79;556;45;601;25;2050,98;166;2216,97;24/sep;;
Pg-it-fertxOTC-B2-2-1yr;PassoGavia;Pga1;2;B;FertilisationxOTC;YES;YES;55,3;54,48;0,82;0,01;11,32;11,15;1647;86;1733;25;5876,89;306,87;6183,76;24/sep;;
Pg-it-fertxOTC-B3-1-1yr;PassoGavia;Pga1;1;A;FertilisationxOTC;YES;YES;56,16;49,92;6,24;0,11;10,74;9,55;84;3;87;50;175,07;6,25;181,32;;;
Pg-it-fertxOTC-B3-1-1yr;PassoGavia;Pga1;1;B;FertilisationxOTC;YES;YES;56,16;49,92;6,24;0,11;10,74;9,55;127;2;129;50;264,69;4,17;268,86;;;
Pg-it-fertxOTC-B3-2-1yr;PassoGavia;Pga1;2;A;FertilisationxOTC;YES;YES;46,93;45,48;1,45;0,03;10,95;10,61;376;60;436;25;1409,99;225;1634,99;24/sep;;roots
Pg-it-fertxOTC-B3-2-1yr;PassoGavia;Pga1;2;B;FertilisationxOTC;YES;YES;46,93;45,48;1,45;0,03;11,11;10,77;602;85;687;25;2224,97;314,16;2539,13;24/sep;;
Pg-it-fertxOTC-B4-1-1yr;PassoGavia;Pga1;1;A;FertilisationxOTC;YES;YES;50,78;48,74;2,04;0,04;11,13;10,68;92;247;339;25;342,7;920,07;1262,77;8/okt;;
Pg-it-fertxOTC-B4-1-1yr;PassoGavia;Pga1;1;B;FertilisationxOTC;YES;YES;50,78;48,74;2,04;0,04;11,27;10,82;107;315;422;25;393,62;1158,79;1552,42;8/okt;;
Pg-it-fertxOTC-B4-2-1yr;PassoGavia;Pga1;2;B;FertilisationxOTC;YES;YES;58,49;55,31;3,18;0,05;11,15;10,54;36;32;68;50;67,93;60,39;128,32;;;
Pg-it-fertxOTC-B4-2-1yr;PassoGavia;Pga1;2;A;FertilisationxOTC;YES;YES;58,49;55,31;3,18;0,05;11,15;10,54;78;0;78;50;147,19;0;147,19;;;
Pg-it-fertxOTC-B5-1-1yr;PassoGavia;Pga1;1;A;FertilisationxOTC;YES;YES;51,39;48,66;2,73;0,05;11,04;10,45;464;43;507;25;1766,31;163,69;1930;2/okt;;
Pg-it-fertxOTC-B5-1-1yr;PassoGavia;Pga1;1;B;FertilisationxOTC;YES;YES;51,39;48,66;2,73;0,05;11,27;10,67;497;106;603;25;1853,32;395,28;2248,6;2/okt;;
Pg-it-OTC-B1;PassoGavia;Pga1;1;B;OTC;YES;NO;55,02;53,2;1,82;0,03;11,14;10,77;87;339;426;25;321,41;1252,38;1573,79;19/sep;;roots
Pg-it-OTC-B1;PassoGavia;Pga1;1;A;OTC;YES;NO;55,02;53,2;1,82;0,03;11,3;10,93;174;42;216;25;633,71;152,96;786,68;19/sep;;roots
Pg-it-OTC-B1-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;59,33;57,98;1,35;0,02;11,15;10,9;510;107;617;25;1862,53;390,77;2253,3;24/sep;;
Pg-it-OTC-B1-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;59,33;57,98;1,35;0,02;11,02;10,77;1337;42;1379;25;4940,36;155,19;5095,55;24/sep;;
Pg-it-OTC-B1-2-1yr;PassoGavia;Pga1;2;B;OTC;YES;NO;49,55;48,66;0,89;0,02;11,22;11,02;1116;158;1274;25;4030,46;570,62;4601,09;24/sep;;
Pg-it-OTC-B1-2-1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;49,55;48,66;0,89;0,02;10,81;10,62;2116;304;2420;25;7931,84;1139,55;9071,38;24/sep;;
Pg-it-OTC-B2;PassoGavia;Pga1;1;A;OTC;YES;NO;51,87;47,55;4,32;0,08;11,4;10,45;400;3;403;25;1523,12;11,42;1534,54;27/aug;;
