"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_8461" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__elongatula"
"ASV_8462" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Cheilymenia" "s__sclerotiorum"
"ASV_8463" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_8464" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"ASV_8465" "k__Fungi" NA NA NA NA NA NA
"ASV_8466" "k__Fungi" NA NA NA NA NA NA
"ASV_8467" "k__Fungi" "p__Blastocladiomycota" "c__Blastocladiomycetes" "o__GS15" "f__GS15_fam_Incertae_sedis" "g__GS15_gen_Incertae_sedis" NA
"ASV_8468" "k__Fungi" NA NA NA NA NA NA
"ASV_8469" "k__Fungi" NA NA NA NA NA NA
"ASV_8470" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_8471" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" NA NA
"ASV_8472" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8473" "k__Fungi" NA NA NA NA NA NA
"ASV_8474" "k__Fungi" NA NA NA NA NA NA
"ASV_8475" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8476" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8477" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Krasilnikovozyma" "s__huempii"
"ASV_8478" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8479" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_8480" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_8481" "k__Fungi" "p__Glomeromycota" "c__Glomeromycota_cls_Incertae_sedis" "o__Glomeromycota_ord_Incertae_sedis" "f__Glomeromycota_fam_Incertae_sedis" "g__Glomeromycota_gen_Incertae_sedis" NA
"ASV_8482" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" "o__Lobulomycetales" "f__Lobulomycetales_fam_Incertae_sedis" "g__Lobulomycetales_gen_Incertae_sedis" NA
"ASV_8483" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiomycetes_ord_Incertae_sedis" "f__Chytridiomycetes_fam_Incertae_sedis" "g__Olpidiaster" "s__brassicae"
"ASV_8484" "k__Fungi" NA NA NA NA NA NA
"ASV_8485" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__tetrastratosum"
"ASV_8486" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Trichosporon" NA
"ASV_8487" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremaceae" "g__Papiliotrema" NA
"ASV_8488" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8489" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8490" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__minutissima"
"ASV_8491" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetales_fam_Incertae_sedis" "g__Hymenochaetales_gen_Incertae_sedis" NA
"ASV_8492" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Exobasidiaceae" "g__Exobasidium" NA
"ASV_8493" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__bareae"
"ASV_8494" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" NA NA
"ASV_8495" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_8496" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Crocicreas" "s__gramineum"
"ASV_8497" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_8498" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__lapida"
"ASV_8499" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriaceae" "g__Phenoliferia" NA
"ASV_8500" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__chaetospira"
"ASV_8501" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Extremaceae" "g__Paradevriesia" "s__pseudoamericana"
"ASV_8502" "k__Fungi" NA NA NA NA NA NA
"ASV_8503" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_8504" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Tyrannosorus" NA
"ASV_8505" "k__Fungi" NA NA NA NA NA NA
"ASV_8506" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8507" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Crocicreas" NA
"ASV_8508" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" NA NA NA
"ASV_8509" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8510" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Occultifur" "s__kilbournensis"
"ASV_8511" "k__Fungi" NA NA NA NA NA NA
"ASV_8512" "k__Fungi" NA NA NA NA NA NA
"ASV_8513" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" "g__Microscypha" NA
"ASV_8514" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" NA
"ASV_8515" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipitaceae_gen_Incertae_sedis" NA
"ASV_8516" "k__Fungi" NA NA NA NA NA NA
"ASV_8517" "k__Fungi" NA NA NA NA NA NA
"ASV_8518" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"ASV_8519" "k__Fungi" NA NA NA NA NA NA
"ASV_8520" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" "s__rhododendri"
"ASV_8521" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephoraceae_gen_Incertae_sedis" NA
"ASV_8522" "k__Fungi" NA NA NA NA NA NA
"ASV_8523" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliales_fam_Incertae_sedis" "g__Orbiliales_gen_Incertae_sedis" NA
"ASV_8524" "k__Fungi" "p__Chytridiomycota" "c__Mesochytriomycetes" "o__Mesochytriales" "f__Mesochytriales_fam_Incertae_sedis" "g__Mesochytriales_gen_Incertae_sedis" NA
"ASV_8525" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" NA NA
"ASV_8526" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetales_fam_Incertae_sedis" "g__Spizellomycetales_gen_Incertae_sedis" NA
"ASV_8527" "k__Fungi" NA NA NA NA NA NA
"ASV_8528" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8529" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" NA NA NA
"ASV_8530" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Oberwinklerozyma" "s__silvestris"
"ASV_8531" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8532" "k__Fungi" NA NA NA NA NA NA
"ASV_8533" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" "s__subsphaerospora"
"ASV_8534" "k__Fungi" NA NA NA NA NA NA
"ASV_8535" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8536" "k__Fungi" NA NA NA NA NA NA
"ASV_8537" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"ASV_8538" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Monticola" "s__elongata"
"ASV_8539" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__ruber"
"ASV_8540" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Juncaceicola" "s__alpina"
"ASV_8541" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Agaricales_fam_Incertae_sedis" "g__Clitocybe" NA
"ASV_8542" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" "s__zonatus"
"ASV_8543" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Cistella" NA
"ASV_8544" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_8545" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleraceae" "g__Genolevuria" NA
"ASV_8546" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8547" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Amphosoma" NA
"ASV_8548" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Coemansia" NA
"ASV_8549" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_8550" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Cyathicula" NA
"ASV_8551" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Cephalothecales" "f__Cephalothecaceae" "g__Cephalotheca" NA
"ASV_8552" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_8553" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Queenslandipenidiella" NA
"ASV_8554" "k__Fungi" NA NA NA NA NA NA
"ASV_8555" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Acremonium" "s__sordidulum"
"ASV_8556" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleraceae" "g__Bulleraceae_gen_Incertae_sedis" NA
"ASV_8557" "k__Fungi" NA NA NA NA NA NA
"ASV_8558" "k__Fungi" NA NA NA NA NA NA
"ASV_8559" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV_8560" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Strophariaceae" "g__Hypholoma" "s__fasciculare"
"ASV_8561" "k__Fungi" NA NA NA NA NA NA
"ASV_8562" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetales_fam_Incertae_sedis" "g__Spizellomycetales_gen_Incertae_sedis" NA
"ASV_8563" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__tephrensis"
"ASV_8564" "k__Fungi" NA NA NA NA NA NA
"ASV_8565" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Irpicaceae" "g__Efibula" "s__americana"
"ASV_8566" "k__Fungi" NA NA NA NA NA NA
"ASV_8567" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Sarcopodium" "s__araliae"
"ASV_8568" "k__Fungi" NA NA NA NA NA NA
"ASV_8569" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Polyscytalum" "s__pustulans"
"ASV_8570" "k__Fungi" NA NA NA NA NA NA
"ASV_8571" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Bondarzewiaceae" "g__Heterobasidion" NA
"ASV_8572" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellales_fam_Incertae_sedis" "g__Mortierellales_gen_Incertae_sedis" NA
"ASV_8573" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_8574" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8575" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8576" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__brevicompactum"
"ASV_8577" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" "s__brachypodii"
"ASV_8578" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV_8579" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_8580" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Clavariaceae" "g__Clavaria" NA
"ASV_8581" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_8582" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Capronia" NA
"ASV_8583" "k__Fungi" NA NA NA NA NA NA
"ASV_8584" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_8585" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_8586" "k__Fungi" NA NA NA NA NA NA
"ASV_8587" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_8588" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Bombardiaceae" "g__Fimetariella" NA
"ASV_8589" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Gliomastix" "s__tumulicola"
"ASV_8590" "k__Fungi" NA NA NA NA NA NA
"ASV_8591" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Acrospermales" "f__Acrospermaceae" "g__Oomyces" NA
"ASV_8592" "k__Fungi" NA NA NA NA NA NA
"ASV_8593" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" NA NA
"ASV_8594" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8595" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" "s__ligniaria"
"ASV_8596" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Powellomycetaceae" "g__Powellomyces" NA
"ASV_8597" "k__Fungi" NA NA NA NA NA NA
"ASV_8598" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetales_fam_Incertae_sedis" "g__Archaeorhizomycetales_gen_Incertae_sedis" NA
"ASV_8599" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8600" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_8601" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" "g__Chaetosphaeria" "s__ciliata"
"ASV_8602" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" NA NA
"ASV_8603" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_8604" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_8605" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Cantharellales_fam_Incertae_sedis" NA NA
"ASV_8606" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" NA
"ASV_8607" "k__Fungi" NA NA NA NA NA NA
"ASV_8608" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Occultibambusaceae" "g__Brunneofusispora" NA
"ASV_8609" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__phoenicicola"
"ASV_8610" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Pleurotheciales" "f__Pleurotheciaceae" "g__Helgardiomyces" "s__anguioides"
"ASV_8611" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_8612" "k__Fungi" NA NA NA NA NA NA
"ASV_8613" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8614" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8615" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremaceae" "g__Papiliotrema" NA
"ASV_8616" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" "g__Chaetomium" "s__nepalense"
"ASV_8617" "k__Fungi" NA NA NA NA NA NA
"ASV_8618" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8619" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Graphostromataceae" "g__Biscogniauxia" "s__nummularia"
"ASV_8620" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Kondoaceae" "g__Kondoa" "s__lulangica"
"ASV_8621" "k__Fungi" NA NA NA NA NA NA
"ASV_8622" "k__Fungi" NA NA NA NA NA NA
"ASV_8623" "k__Fungi" "p__Blastocladiomycota" "c__Blastocladiomycetes" "o__Blastocladiales" "f__Blastocladiales_fam_Incertae_sedis" "g__Blastocladiales_gen_Incertae_sedis" NA
"ASV_8624" "k__Fungi" NA NA NA NA NA NA
"ASV_8625" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Colacogloeaceae" "g__Colacogloea" NA
"ASV_8626" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8627" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Neoschizotheciaceae" "g__Neoschizothecium" "s__carpinicola"
"ASV_8628" "k__Fungi" NA NA NA NA NA NA
"ASV_8629" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Heterocephalacria" NA
"ASV_8630" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8631" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" NA NA
"ASV_8632" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Hydnaceae" "g__Sistotrema" "s__adnatum"
"ASV_8633" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" "f__Tympanidaceae" "g__Tympanidaceae_gen_Incertae_sedis" NA
"ASV_8634" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" "g__Chloridium" "s__aseptatum"
"ASV_8635" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV_8636" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Neoschizotheciaceae" "g__Apodus" "s__deciduus"
"ASV_8637" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" NA NA
"ASV_8638" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" NA NA NA
"ASV_8639" "k__Fungi" NA NA NA NA NA NA
"ASV_8640" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Phialea" NA
"ASV_8641" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" NA
"ASV_8642" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8643" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Capnobotryella" NA
"ASV_8644" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Piskurozyma" NA
"ASV_8645" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" "s__gamsii"
"ASV_8646" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Camptobasidiaceae" "g__Camptobasidiaceae_gen_Incertae_sedis" NA
"ASV_8647" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_8648" "k__Fungi" NA NA NA NA NA NA
"ASV_8649" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" NA
"ASV_8650" "k__Fungi" NA NA NA NA NA NA
"ASV_8651" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Capnobotryella" NA
"ASV_8652" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Lachnaceae" "g__Dasyscyphus" "s__aeruginellus"
"ASV_8653" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetaceae" "g__Spizellomycetaceae_gen_Incertae_sedis" NA
"ASV_8654" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" "s__cynarae"
"ASV_8655" "k__Fungi" NA NA NA NA NA NA
"ASV_8656" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_8657" "k__Fungi" NA NA NA NA NA NA
"ASV_8658" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinellus" "s__xanthothrix"
"ASV_8659" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__intraradices"
"ASV_8660" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" "g__Tubeufiaceae_gen_Incertae_sedis" NA
"ASV_8661" "k__Fungi" NA NA NA NA NA NA
"ASV_8662" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_8663" "k__Fungi" NA NA NA NA NA NA
"ASV_8664" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Gomphales" "f__Gomphaceae" "g__Phaeoclavulina" "s__abietina"
"ASV_8665" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Russulaceae" "g__Russula" "s__brevipes"
"ASV_8666" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Microsporomycetaceae" "g__Microsporomycetaceae_gen_Incertae_sedis" NA
"ASV_8667" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Pseudohyphozyma" "s__buffonii"
"ASV_8668" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Atheliales" "f__Atheliaceae" "g__Atheliaceae_gen_Incertae_sedis" NA
"ASV_8669" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellomycetes_ord_Incertae_sedis" "f__Tremellomycetes_fam_Incertae_sedis" "g__Tremellomycetes_gen_Incertae_sedis" NA
"ASV_8670" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_8671" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cortinariaceae" "g__Cortinarius" "s__evernius"
"ASV_8672" "k__Fungi" NA NA NA NA NA NA
"ASV_8673" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Ramalinaceae" "g__Biatora" "s__pallens"
"ASV_8674" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8675" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Pseudotomentella" NA
"ASV_8676" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephoraceae_gen_Incertae_sedis" NA
"ASV_8677" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Capnobotryella" NA
"ASV_8678" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_8679" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" "g__Chrysozyma" NA
"ASV_8680" "k__Fungi" NA NA NA NA NA NA
