GENUS	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Meristemomyces	litter_saprotroph	rock-inhabiting	NA	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Microcyclospora	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Monticola	unspecified_saprotroph	rock-inhabiting	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Myrtapenidiella	litter_saprotroph	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neocatenulostroma	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neophaeothecoidea	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neotrimmatostroma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Oleoguttula	litter_saprotroph	rock-inhabiting	NA	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pachysacca	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Parapenidiella	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Parateratosphaeria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Penidiella	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Penidiellomyces	epiphyte	litter_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Penidiellopsis	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite_opportunistic_human_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Phaeothecoidea	litter_saprotroph	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudotaeniolina	litter_saprotroph	rock-inhabiting	NA	foliar_endophyte	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudoteratosphaeria	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Queenslandipenidiella	sooty_mold	litter_saprotroph	NA	NA	NA	leaf_fruit_seed,sugar-rich_substrates	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Readeriella	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Recurvomyces	soil_saprotroph	rock-inhabiting	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Simplicidiella	animal-associated	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod-associated	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Stenella	litter_saprotroph	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Suberoteratosphaeria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Teratoramularia	epiphyte	litter_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Teratosphaeria	plant_pathogen	litter_saprotroph	NA	NA	wood_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Teratosphaericola	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Teratosphaeriopsis	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xanthoriicola	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Xenoconiothyrium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xenopenidiella	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xenophacidiella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Xenoteratosphaeria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Catinella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Cladoriella	litter_saprotroph	foliar_endophyte	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Collemopsidium	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	cyanobacterial	NA
Didymellopsis	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Zwackhiomacromyces	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Zwackhiomyces	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cylindroseptoria	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Delphinella	wood_saprotroph	plant_pathogen	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Dictyodothis	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Dothichiza	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	cleistothecium_(closed,_spherical)	closed	NA	NA	NA	NA
Dothidea	litter_saprotroph	wood_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Dothiora	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Endoconidioma	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Endodothiora	mycoparasite	fungal_decomposer	NA	no_endophytic_capacity	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Gonatobotryum	mycoparasite	plant_pathogen	NA	no_endophytic_capacity	other_plant_pathogen	leaf_fruit_seed,fungal_material	NA	NA	NA	filamentous_mycelium	other	NA	NA	NA	NA	NA
Kabatina	plant_pathogen	wood_saprotroph	NA	no_endophytic_capacity	wood_pathogen	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neocylindroseptoria	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neophaeocryptopus	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Phaeocryptopus	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Plowrightia	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Stylodothis	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sydowia	wood_saprotroph	plant_pathogen	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Uleodothis	plant_pathogen	NA	NA	NA	unspecified_plant_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Xenomeris	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rhizosphaera	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Scleroconidioma	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	wood_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	other	NA	NA	NA	NA	NA
Aureobasidium	sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed,roots,animal_material,sugar-rich_substrates	NA	animal_parasite	NA	dimorphic_yeast	NA	NA	NA	NA	NA	NA
Columnosphaeria	wood_saprotroph	plant_pathogen	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Halysiomyces	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kabatiella	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Metasphaeria	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudoseptoria	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudosydowia	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Saccothecium	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Selenophoma	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Zalaria	unspecified_saprotroph	NA	NA	no_endophytic_capacity	NA	NA	NA	NA	NA	yeast	NA	NA	NA	NA	NA	NA
Alina	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Argynna	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lepidopterella	wood_saprotroph	NA	NA	NA	NA	wood	soft_rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ascoporia	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Aulographum	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Lembosiella	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Lembosina	plant_pathogen	litter_saprotroph	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Balladyna	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Balladynocallia	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Balladynopsis	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Thyriopsis	plant_pathogen	litter_saprotroph	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Cleistosphaera	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Coccoidea	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Coccoidella	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cookella	mycoparasite	fungal_decomposer	NA	no_endophytic_capacity	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Dimerium	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pycnoderma	mycoparasite	fungal_decomposer	NA	no_endophytic_capacity	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Acanthorus	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Acanthostigmella	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Achorella	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Actinomyxa	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Anopeltis	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Arkoola	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Armata	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ascominuta	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Asterodothis	foliar_endophyte	plant_pathogen	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Asteromassaria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Asteronia	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Asteroporum	litter_saprotroph	plant_pathogen	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Botryochora	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Botryohypoxylon	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Botryomyces	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite_opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Brooksia	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Bryorella	litter_saprotroph	plant_pathogen	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bryostroma	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bryothele	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Byssocallis	mycoparasite	fungal_decomposer	NA	no_endophytic_capacity	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Byssogene	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Callebaea	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Calyptra	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Capillataspora	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Caryosporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Catulus	mycoparasite	fungal_decomposer	NA	no_endophytic_capacity	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ceramoclasteropsis	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ceratophoma	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cercidospora	lichen_parasite	fungal_decomposer	lichenized_some_species	no_endophytic_capacity	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cerodothis	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Chaetocrea	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Chaetosticta	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Chionomyces	litter_saprotroph	NA	mycoparasite_some_species	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chuppia	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cilioplea	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cirsosina	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed	NA	NA	NA	NA
Clavariopsis	wood_saprotroph	NA	NA	NA	NA	wood	soft_rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Clypeostroma	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cocciscia	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	chlorococcoid	NA
Coccochora	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Coccochorina	wood_saprotroph	NA	NA	no_endophytic_capacity	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Coccodothis	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Comesella	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Condylospora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Crauatamyces	litter_saprotroph	NA	NA	no_endophytic_capacity	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
